song_id,歌名,别名,作者,来源,本家,收录方式,更新时间,真实作者
210856,電光石火,,HiTECH NINJA,maimai,,,2023/1/20,
210857,Hainuwele,,ETIA.,maimai,,,2025/6/20,
210858,Blank Paper （Prod. TEMPLIME）,,日高零奈・東雲和音・茅野ふたば「電音部」,maimai,,,2023/1/6,
210859,In my world （Prod. KOTONOHOUSE）,,鳳凰火凛・瀬戸海月・大賀ルキア「電音部」,maimai,,,2023/1/6,
210860,アイム・マイヒーロー,,Ino(chronoize) feat. 柳瀬マサキ,maimai,,,2023/1/6,
210861,NightTheater,,わかどり,maimai,,,2023/1/6,
210862,Baddest,,樋口楓,maimai,,,2022/12/23,
210863,ばかみたい【Taxi Driver Edition】,,桐生一馬(黒田崇矢),maimai,,,2022/12/23,
210864,れっつ！みらくる☆はーどこあっ！,,Laur feat.みしゃも,maimai,,,2022/12/23,
210865,RIFFRAIN,,夏代孝明,maimai,maimai,,2022/12/16,
210866,Falling,,シノ feat.しほ,maimai,maimai,,2022/12/16,
210867,ピリオドサイン,,Ponchi♪ feat.はぁち,maimai,maimai,,2022/12/16,
210868,群青シグナル,,テヅカ feat. 獅子神レオナ,maimai,maimai,,2022/12/16,
210869,Dive into the ZONe,,ぞん子,maimai,,,2022/12/2,
210870,エナドリおいしいソング,,冥堂院・アレクサンドル・ヴィクトリア・リヒテンシュタイン・聖斗 feat.TINOP,maimai,,,2022/12/2,
210871,Maxi,,Nizikawa,maimai,,,2022/12/2,
210872,VIIIbit Explorer,,Lime,maimai,maimai,,2021/7/21,
210873,You Mean the World to Me,,Mameyudoufu feat. Shully,maimai,maimai,,2022/11/18,
210874,Neon Kingdom,,litmus*,maimai,maimai,,2022/11/18,
210875,＃狂った民族２ PRAVARGYAZOOQA,,DJ Raisei,maimai,maimai,,2022/11/18,
210876,VSpook！,,s-don,maimai,maimai,,2022/11/18,
210877,Rising on the horizon,,TAG,maimai,maimai,,2022/11/10,
210878,アマカミサマ,,名取さな,maimai,,,2022/11/4,
210879,モンダイナイトリッパー！,,名取さな,maimai,,,2022/11/4,
210880,マーシャル・マキシマイザー,,柊マグネタイト feat.音楽的同位体 可不（KAFU）,maimai,,,2022/11/4,
210881,秋の未確認生物,,子牛,maimai,,,2022/11/4,
210882,銀のめぐり,,SYNC.ART’S feat. 3L,maimai,,,2022/10/21,
210883,Destiny Runner,,さわわ,maimai,,,2022/10/21,
210884,Catch Me If You Can,,曲：TAKU INOUE／ 歌：早乙女 彩華(CV：中島 唯),maimai,,,2022/10/21,
210885,MAGNETAR GIRL,,Yu-dachi,maimai,,,2022/10/21,
210886,SUPER AMBULANCE,,AJURIKA,maimai,,,2022/10/21,
210887,群青讃歌,,Eve / 初音ミク、星乃一歌、花里みのり、小豆沢こはね、天馬司、宵崎奏 「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,maimai,,,2022/10/7,
210888,セカイ,,DECO*27 × 堀江晶太(kemu) / 初音ミク、星乃一歌、天馬司、宵崎奏 「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,maimai,,,2022/10/7,
210889,ワーワーワールド,,Giga & Mitchie M / 初音ミク、花里みのり、小豆沢こはね 「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,maimai,,,2022/10/7,
210890,Random,,Sobrem × Silentroom,maimai,,,2022/9/22,
210891,Luminaria,,Lime,maimai,,,2022/9/22,
210892,踊,,Ado,maimai,,,2022/9/15,
210893,残響散歌,,Aimer,maimai,,,2022/9/15,
210894,アノーイング！さんさんウィーク！,,五十嵐双葉（ＣＶ：楠木ともり）、 桜井桃子（ＣＶ：早見沙織）、 黒部夏美（ＣＶ：青山玲菜）、 月城モナ（ＣＶ：古賀葵）,maimai,,,2022/9/15,
210895,アニマル,,DECO*27,maimai,,,2022/9/15,
210896,ジレンマ,,DECO*27,maimai,,,2022/9/15,
210897,フォニイ,,ツミキ,maimai,,,2022/9/15,
210898,ヴィラン,,flower・てにをは,maimai,,,2022/9/15,
210899,EYE,,Kanaria,maimai,,,2022/9/15,
210900,田中,,立秋 feat.ちょこ,maimai,,,2022/9/15,
210901,分解収束テイル,,un:c・konoco×cosMo＠暴走P,maimai,maimai,,2022/9/15,
210902,ホシシズク,,森羅万象,maimai,maimai,,2022/9/15,
210903,Rainbow Rush Story,,いるかアイス feat.ちょこ,maimai,maimai,,2022/9/15,
210904,Tricolor⁂circuS,,ああ…翡翠茶漬け…,maimai,maimai,,2022/9/15,
210905,［X］,,Blacklolita,maimai,maimai,,2022/9/15,
210906,mystique as iris,,かねこちはる,maimai,maimai,,2022/9/15,
210907,星めぐり、果ての君へ。,,TAKU1175 ft.駄々子,maimai,maimai,,2021/5/28,
210908,蜘蛛の糸,,きくお×cosMo＠暴走P feat.影縫英,maimai,,,2022/9/15,
210909,Don’t Fight The Music,,黒魔,maimai,,,2022/9/15,
210910,NO ONE YES MAN,,MYUKKE.,maimai,,,2025/9/5,
210911,Luminescence,,米虾Fomiki & 初云CLoudie,maimai,,,2025/9/5,
210912,Leave All Behind,,rider,maimai,,,2025/9/5,
210913,Retribution ～ Cycle of Redemption ～,,Ardolf vs. Daily天利 (原曲： nm-y & Kry.exe),maimai,,,2025/9/5,
210914,少女レイ,,みきとP,maimai,,,2025/8/22,
210915,少女A,,椎名もた,maimai,,,2025/8/22,
210916,帝国少女,,R Sound Design,maimai,,,2025/8/22,
210917,Seyana. ～何でも言うことを聞いてくれるアカネチャン～,,GYARI,maimai,,,2025/8/22,
210918,ありきたりな恋の歌,,GYARI,maimai,,,2025/8/8,
210919,MIRA,,Kanaria,maimai,,,2025/8/8,
210920,空回りライブラリ,,雪乃イト,maimai,,,2025/8/8,
210921,お呪い,,なきそ,maimai,,,2025/8/8,
210922,∀,,ああああ,maimai,,,2025/8/1,
210923,Pixel Galaxy,,Snail’s House,maimai,,,2025/8/1,
210924,crazy （about you）,,kamome sano,maimai,,,2025/7/16,
210925,Drivessover,,Taishi,maimai,,,2025/7/16,
210926,Tidal Wave,,D-Cee,maimai,,,2025/7/16,
210927,プリズム△▽リズム,,Shoichiro Hirata feat.Sana,maimai,maimai,,2024/9/12,
210928,Believe the Rainbow,,Shoichiro Hirata feat.Sana,maimai,maimai,,2025/7/13,
210929,AFTER PANDORA,,削除,maimai,maimai,,2025/7/13,
210930,Xaleid◆scopiX,,xi,maimai,maimai,,2025/7/13,
210931,Ref:rain （for 7th Heaven）,,カモメサノエレクトリックオーケストラ include Limonène,maimai,maimai,,2025/7/13,
210932,IMBRUED:FLUX,,qfeileadh feat.のあ,maimai,maimai,,2025/7/11,
210933,砂の函,,Nego_tiator,maimai,maimai,,2025/7/11,
210934,Amereistr,,rN,maimai,maimai,,2025/7/11,
210935,World’s end BLACKBOX,,打打だいず,maimai,maimai,,2025/7/11,
210936,サウンドプレイヤー,,tilt-six feat.バル,maimai,,,2025/7/11,
210937,"Endless, Sleepless Night",,samfree feat.(V)・∀・(V)かにぱん。(A-ONE),maimai,,,2025/7/4,
210938,Lover’s Trick,,litmus*,maimai,,,2025/7/4,
210939,㋰責任集合体,,マサラダ,maimai,,,2025/6/27,
210940,三日月ステップ 2023,,r-906,maimai,,,2025/6/27,
210941,JIGOKU STATION CENTRAL GATE,,鬱P feat.000,maimai,,,2025/6/27,
210942,うぇいびー,,三枝明那,maimai,,,2025/6/20,
210943,RED,,三枝明那,maimai,,,2025/6/20,
210944,ホラフキパペット,,七次元生徒会！,maimai,,,2025/6/20,
210945,BlackFlagBreaker!!,,社築 × sasakure.UK,maimai,,,2025/6/20,
210946,なんかノイズにきこえる,,HaNaMiNa feat.Hana,maimai,,,2025/6/20,
210947,クーネル・エンゲイザー,,電ǂ鯨,maimai,,,2025/6/6,
210948,ゼロトーキング,,はるまきごはん,maimai,,,2025/6/6,
210949,抜錨,,ナナホシ管弦楽団,maimai,,,2025/6/6,
210950,MYTH Re：LEASE,,打打だいず Vs. Tanchiky Vs. uma Vs. モリモリあつし,maimai,,,2025/5/30,
210951,"Help me, ERINNNNNN!!",,ビートまりお,maimai,,,2025/5/21,
210952,超最終鬼畜妹フランドール・S,,ビートまりお×まろん,maimai,,,2025/5/21,
210953,Destined Marionette,,ビートまりお,maimai,,,2025/5/21,
210954,Ultimate taste,,ぱらどっと,maimai,,,2024/9/12,
210955,好きな惣菜発表ドラゴン,,ンバヂ,maimai,,,2025/5/9,
210956,概して過誤,,isonosuke feat.知声,maimai,maimai,,2025/5/9,
210957,Unfinished Epic,,SLAVE.V-V-R feat.Sor△,maimai,maimai,,2025/5/9,
210958,忙シー日,,"原口沙輔, 式部めぐり",maimai,maimai,,2025/5/9,
210959,FLΛME／FRΦST,,FANTAGIRAFF,maimai,maimai,,2025/5/9,
210960,好きな惣菜発表ドラゴン,,DECO*27,maimai,,,2025/5/9,
210961,ハオ,,DECO*27,maimai,,,2025/5/9,
210962,M@GICAL☆CURE! LOVE ♥ SHOT!,,SAWTOWNE,maimai,,,2025/4/11,
210963,Overjoy ★ OVERDOSE!!,,"Luna Fozer (BilliumMoto, 黒皇帝, Sobrem feat. vally.exe)",maimai,,,2025/4/11,
210964,DATAERR0R,,Cosmograph,maimai,,,2025/4/11,
210965,ネコ日和。,,Kai/能登有沙,maimai,,,2012/7/11,
210966,ATLAS RUSH,,kanone,maimai,maimai,,2025/4/11,
210967,マヌルネコのうた,,小田朋美,maimai,,,2025/4/1,
210968,スナネコのうた,,ぷにぷに電機,maimai,,,2025/4/1,
210969,犬日和。（はっぴー歌唱Ver）,,こうのさんとはっぴーちゃん/Hiroの犯行,maimai,,,2025/4/1,
210970,もういいよ,,こっちのけんと,maimai,,,2025/3/28,
210971,モエチャッカファイア,,弌誠「ゲーム『ゼンレスゾーンゼロ』 エレン・ジョー 同人イメージソング」,maimai,,,2025/3/28,
210972,はいよろこんで,,こっちのけんと,maimai,,,2025/3/13,
210973,ビビデバ,,星街すいせい(ホロライブ),maimai,,,2025/3/13,
210974,シカ色デイズ,,シカ部［鹿乃子のこ（CV.潘めぐみ）、虎視虎子（CV.藤田咲）、虎視餡子（CV.田辺留依）、馬車芽めめ（CV.和泉風花）］,maimai,,,2025/3/13,
210975,きゅびずむ,,超てんちゃん,maimai,,,2025/3/13,
210976,きゅびびびびずむ,,超てんちゃん,maimai,,,2025/3/13,
210977,ゆりかご,,歌：可不／作詞・作曲：MIMI,maimai,,,2025/3/13,
210978,月光,,歌：V.I.P／作詞・作曲：廉,maimai,,,2025/3/13,
210979,メズマライザー,,サツキ feat. 初音ミク・重音テト,maimai,,,2025/3/13,
210980,ももいろの鍵,,いよわ,maimai,,,2025/3/13,
210981,のだ,,大漠波新,maimai,,,2025/3/13,
210982,ゴーゴー幽霊船,,米津玄師,maimai,,,2012/12/13,
210983,Idoratrize World,,A-One,maimai,,,2025/3/13,
210984,Synthesis.,,tu-shi,maimai,,,2025/3/13,
210985,Fraq,,owl＊tree feat. べんざ,maimai,maimai,,2025/3/13,
210986,ウタヒメナイトストーム,,yowanecity feat.Eye,maimai,maimai,,2025/3/13,
210987,Feel The Luv,,EmoCosine,maimai,maimai,,2025/3/13,
210988,Åntinomiε,,ああ…翡翠茶漬け…,maimai,maimai,,2025/3/13,
210989,Supersonic Generation,,Massive New Krew,maimai,,,2025/3/13,
210990,Zitronectar,,Reku Mochizuki,maimai,,,2025/3/13,
210991,チューリングの跡,,Frums,maimai,maimai,,2022/6/24,
210992,スイートマジック,,ろん×Junky,maimai,,,2012/12/13,
210993,ハム太郎とっとこうた,,ハムちゃんず[covered by 光吉猛修],maimai,,,2025/3/13,
210994,Flashback,,RiraN,maimai,maimai,,2025/2/27,
210995,Colorfull:Encounter,,Reku Mochizuki,maimai,maimai,,2025/2/27,
210996,雨露霜雪,,かねこちはる vs t+pazolite,maimai,maimai,,2025/2/27,
210997,宙天,,t+pazolite vs かねこちはる,maimai,maimai,,2025/2/27,
210998,お願い！コンコンお稲荷さま,,ARM×狐夢想 feat. ななひら,maimai,,,2025/2/14,
210999,いっぱい食べる君が好きだよ,,ななひら,maimai,,,2025/2/14,
211000,ピポピポ -People People- feat. ななひら,,Neko Hacker,maimai,,,2025/2/14,
211001,ほしぞらスペクタクル,,奏音,maimai,maimai,,2021/7/21,
211002,神々が恋した幻想郷,,Unlucky Morpheus,maimai,,,2022/1/6,
211003,いちげき！のテーマ,,曲：ヒゲドライバー／歌：いちげきしゅーたーず！,maimai,,,2025/2/7,
211004,Resolution,,曲：ANCHOR／歌：皇城 セツナ(CV：八巻 アンナ),maimai,,,2025/2/7,
211005,Radiance,,Nhato,maimai,,,2025/2/7,
211006,R’N’R Monsta,,Lite Show Magic,maimai,,,2025/2/7,
211007,モンスターカミング,,おめがシスターズ,maimai,,,2025/1/24,
211008,ワールドワイドワンダー,,TOKOTOKO（西沢さんP）,maimai,,,2025/1/24,
211009,MORNINGLOOM,,saaa,maimai,,,2025/1/24,
211010,How To Make 音ゲ～曲！,,F Rabbeat feat.マスタード,maimai,,,2025/1/24,
211011,Imitation:Loud Lounge,,Ino(chronoize),maimai,maimai,,2025/1/24,
211012,Empire of Winter,,Street,maimai,,,2025/1/10,
211013,迷える音色は恋の唄,,からとP⍺ոchii少年 feat.はるの,maimai,,,2025/1/10,
211014,Löschen,,BlackY feat. Risa Yuzuki,maimai,,,2025/1/10,
211015,Abstruse Dilemma,,Ashrount vs. 打打だいず,maimai,,,2025/1/10,
211016,はげしこの夜 -Psylent Crazy Night-,,aran & Kobaryo,maimai,,,2024/12/24,
211017,Love’s Theme of BADASS ～バッド・アス 愛のテーマ～,,Hommarju,maimai,,,2022/5/13,
211018,地獄,,164 feat.ELISA・小林太郎,maimai,maimai,,2024/12/20,
211019,シスターシスター,,せきこみごはん,maimai,maimai,,2024/12/20,
211020,有明／Ariake,,SIINCA,maimai,maimai,,2024/12/20,
211021,エイプリルスター,,OSTER project,maimai,,,2024/12/6,
211022,オーバーライド,,吉田夜世,maimai,,,2024/12/6,
211023,右に曲ガール,,はるふり,maimai,,,2024/12/6,
211024,ウルトラトレーラー,,マサラダ,maimai,,,2024/12/6,
211025,バベル,,いよわ feat.重音テト,maimai,,,2024/12/6,
211026,HYP3RTRIBE,,sky_delta vs KO3 vs Tanchiky,maimai,,,2024/12/6,
211027,人マニア,,原口沙輔 feat.重音テト,maimai,,,2024/9/27,
211028,夢現妄想世界,,夢限大みゅーたいぷ,maimai,,,2024/11/22,
211029,転生林檎,,ピノキオピー,maimai,,,2024/11/22,
211030,てらてら,,和田たけあき,maimai,,,2024/11/22,
211031,マイオドレ！舞舞タイム,,キノシタ feat. そらみこ (ホロライブ ときのそら＆さくらみこ),maimai,,,2024/11/22,
211032,シリウスの輝きのように,,鳳 ここな(CV.石見舞菜香)、静香(CV.長谷川育美)、カトリナ・グリーベル(CV.天城サリー)、新妻八恵(CV.長縄まりあ)、柳場ぱんだ(CV.大空直美)、流石知冴(CV.佐々木李子),maimai,,,2024/11/8,
211033,プラネタリウム・レヴュー,,千寿 暦(CV.鳥部万里子)、ラモーナ・ウォルフ(CV.田中美海)、王 雪(CV.花井美春)、リリヤ・クルトベイ(CV.安齋由香里)、与那国緋花里(CV.下地紫野),maimai,,,2024/11/8,
211034,演劇,,ナノウ,maimai,,,2024/11/8,
211035,無間嫉妬劇場『666』,,森羅万象,maimai,,,2024/11/8,
211036,Divide et impera!,,BlackY a.k.a. WAiKURO survive,maimai,maimai,,2024/10/31,
211037,Ourania,,satella feat.藍月なくる,maimai,maimai,,2024/10/25,
211038,天蓋,,花徒めと（Metomate）,maimai,maimai,,2024/10/25,
211039,Deicide,,void (Mournfinale) feat. 古泉葉月,maimai,maimai,,2024/10/25,
211040,氷滅の135小節,,大国奏音,maimai,maimai,,2024/10/25,
211041,"メイトなやつら（FEAT. 天開司, 佐藤ホームズ, あっくん大魔王 & 歌衣メイカ）",,MonsterZ MATE,maimai,,,2024/10/11,
211042,ゆけむり魂温泉 II,,魂音泉,maimai,,,2024/10/11,
211043,人間が大好きなこわれた妖怪の唄,,ビートまりお,maimai,,,2024/10/11,
211044,幻想に咲いた花,,岸田教団&THE明星ロケッツ×草野華余子「東方ダンマクカグラ」,maimai,,,2021/11/12,
211045,マツヨイナイトバグ,,COOL&CREATE feat.ビートまりおとまろん「東方ダンマクカグラ」,maimai,,,2021/11/12,
211046,Cryptarithm,,削除,maimai,maimai,,2024/10/11,
211047,イガク,,原口沙輔 feat.重音テト,maimai,,,2024/9/27,
211048,勇者,,YOASOBI,maimai,,,2024/9/12,
211049,唱,,ado,maimai,,,2024/9/12,
211050,愛包ダンスホール,,HIMEHINA,maimai,,,2024/9/12,
211051,マツケンサンバⅡ,,松平健 [covered by 光吉猛修],maimai,,,2024/9/12,
211052,病み垢ステロイド,,かいりきベア,maimai,,,2024/9/12,
211053,ダーリンダンス,,かいりきベア,maimai,,,2024/9/12,
211054,デビルじゃないもん,,"DECO*27,ピノキオピー",maimai,,,2024/9/12,
211055,リアライズ,,柊マグネタイト,maimai,,,2024/9/12,
211056,ずんだパーリナイ,,なみぐる feat. ずんだもん,maimai,,,2024/9/12,
211057,Chronomia,,Lime,maimai,,,2024/9/12,
211058,パラドクスイヴ,,Teary Planet,maimai,maimai,,2024/9/12,
211059,YKWTD,,r-906,maimai,maimai,,2024/9/12,
211060,184億回のマルチトニック,,Pizuya's Cell feat.中村さん,maimai,maimai,,2024/9/12,
211061,果ての空、僕らが見た光。,,TAKU1175 ft.駄々子,maimai,maimai,,2024/9/12,
211062,Elemental Ethnic,,Yooh,maimai,,,2024/9/12,
211063,美夜月鏡,,かゆき,maimai,,,2024/9/12,
211064,太陽系デスコ,,ナユタン星人,maimai,,,2019/12/20,
211065,BOUNCE & DANCE,,IOSYS TRAX,maimai,,,2021/9/3,
211066,Kiss Me Kiss,,曲：大畑拓也／歌：bitter flavor [桜井 春菜(CV：近藤 玲奈)、早乙女 彩華(CV：中島 唯)],maimai,,,2021/9/3,
211067,Splash Dance,,曲：Q-MHz／歌：オンゲキシューターズ,maimai,,,2021/9/3,
211068,MEGATON BLAST,,BlackY vs. Yooh,maimai,,,2021/9/3,
211069,トラフィック・ジャム,,煮ル果実,maimai,,,2021/8/20,
211070,アルティメットセンパイ,,ピノキオピー,maimai,,,2021/8/20,
211071,再会,,はるまきごはん,maimai,,,2021/8/20,
211072,約束,,はるまきごはん,maimai,,,2021/8/20,
211073,Shiny Smily Story,,hololive IDOL PROJECT,maimai,,,2021/8/5,
211074,ディカディズム,,ぬゆり,maimai,,,2021/8/5,
211075,猫猫的宇宙論,,ナユタン星人,maimai,,,2021/8/5,
211076,ラットが死んだnew words,,P.I.N.A.,maimai,,,2021/8/5,
211077,阿吽のビーツ,,羽生まゐご,maimai,,,2021/8/5,
211078,Never Give Up,,nanobii,maimai,maimai,,2021/7/21,
211079,Starry Colors,,BlackY feat. Risa Yuzuki,maimai,maimai,,2021/7/21,
211080,乙女のルートはひとつじゃない！,,angela,maimai,,,2021/7/9,
211081,ビックカメラのテーマソング,,ビックカメラ,maimai,,,2021/7/9,
211082,電話革命ナイセン,,ナイセン – momoco-,maimai,,,2021/7/9,
211083,Alice in 冷凍庫,,Orangestar,maimai,,,2021/7/9,
211084,キラメキ居残り大戦争,,森羅万象,maimai,,,2021/7/9,
211085,Last Samurai,,Street,maimai,maimai,,2021/6/25,
211086,蒼穹舞楽,,Capchii,maimai,maimai,,2021/6/25,
211087,AMABIE,,OSTER project,maimai,maimai,,2021/6/25,
211088,Melody！,,あ～るの～と（いえろ～ぜぶら）,maimai,,,2021/6/11,
211089,下克上々,,豚乙女,maimai,,,2021/6/11,
211090,ハウリング,,Liz Triangle,maimai,,,2021/6/11,
211091,トランスダンスアナーキー,,暁Records,maimai,,,2021/6/11,
211092,スローアライズ,,Endorfin.,maimai,maimai,,2021/5/28,
211093,生命不詳,,蜂屋ななし,maimai,maimai,,2021/5/28,
211094,チエルカ／エソテリカ,,ツミキ × 宮下遊,maimai,maimai,,2021/5/28,
211095,ヒミツCULT,,t+pazolite,maimai,,,2021/5/14,
211096,ALiVE,,REDALiCE,maimai,,,2021/5/14,
211097,MEGATON KICK,,DJ Myosuke,maimai,,,2021/5/14,
211098,Big Daddy,,USAO,maimai,,,2021/5/14,
211099,LOSE CONTROL,,Massive New Krew,maimai,,,2021/5/14,
211100,Strange Bar,,Laur,maimai,,,2021/5/14,
211101,ベースラインやってる？笑,,かめりあ feat.ななひら,maimai,,,2021/5/14,
211102,届かない花束,,ELECTROCUTICA,maimai,maimai,,2021/4/28,
211103,ステップアンドライム,,YASUHIRO(康寛),maimai,maimai,,2021/4/28,
211104,幽霊東京,,Ayase,maimai,,,2021/4/28,
211105,CO5M1C R4ILR0AD,,kanone,maimai,,,2021/4/16,
211106,MAKE IT FUNKY NOW,,DOT96,maimai,,,2021/4/16,
211107,Rush-More,,litmus*,maimai,,,2021/4/16,
211108,サヨナラフリーウェイ,,萩原 七々瀬(CV:東城 日沙子),maimai,,,2021/4/9,
211109,単一指向性オーバーブルーム,,葛城 華(CV:丸岡 和佳奈),maimai,,,2021/4/9,
211110,みなえをチェック！,,小野 美苗(CV:伊藤 美来),maimai,,,2021/4/9,
211111,オーケー？ オーライ！,,五十嵐 撫子(CV:花井 美春),maimai,,,2021/4/9,
211112,タケモトピアノCMソング,,タケモトピアノCM,maimai,,,2021/4/1,
211113,ハジマリノピアノ,,ゆゆうた,maimai,,,2021/4/1,
211114,秒針を噛む,,ずっと真夜中でいいのに。,maimai,,,2021/3/18,
211115,インフェルノ,,Mrs. GREEN APPLE,maimai,,,2021/3/18,
211116,God knows...,,涼宮ハルヒ（CV.平野 綾） TVアニメ「涼宮ハルヒの憂鬱」,maimai,,,2021/3/18,
211117,冬のこもりうた,,原田知世,maimai,,,2021/3/18,
211118,おジャ魔女カーニバル,,covered by 光吉猛修,maimai,,,2021/3/18,
211119,KING,,Kanaria,maimai,,,2021/3/18,
211120,雨とペトラ,,バルーン,maimai,,,2021/3/18,
211121,ネガティブ進化論,,DECO*27,maimai,,,2021/3/18,
211122,永遠にゲームで対戦したいキリタン,,GYARI,maimai,,,2021/3/18,
211123,ロストワードクロニカル,,東方LostWord feat.いとうかなこ,maimai,,,2021/3/18,
211124,今、誰が為のかがり火へ,,幽閉サテライト,maimai,,,2021/3/18,
211125,Re：End of a Dream,,uma vs. モリモリあつし,maimai,,,2021/3/18,
211126,もぺもぺ,,LeaF & Optie,maimai,,,2021/3/18,
211127,Sound Chimera,,Laur,maimai,,,2021/3/18,
211128,Paradisoda,,魂音泉,maimai,maimai,,2021/3/18,
211129,VANTABLACK RAVER,,DIVELA feat.桐谷こむぎ,maimai,maimai,,2021/3/18,
211130,Xenovcipher,,Juggernaut.,maimai,maimai,,2021/3/18,
211131,BREaK BREaK BREaK,,HiTECH NINJA vs Cranky,maimai,maimai,,2021/3/18,
211132,Heavenly Blast,,xi,maimai,maimai,,2021/3/18,
211133,ポケットからぬりつぶせ！,,曲：中山真斗 歌：マーチングポケッツ [日向 千夏(CV：岡咲 美保)、柏木 美亜(CV：和氣 あず未)、東雲 つむぎ(CV：和泉 風花)],maimai,,,2021/3/4,
211134,トリドリ⇒モリモリ！Lovely fruits☆,,SOUND HOLIC feat. Nana Takahashi,maimai,,,2021/3/4,
211135,物凄いヴァイブスで魔理沙が物凄いラップ,,魂音泉,maimai,,,2021/3/4,
211136,Prismatic,,CielArc,maimai,,,2021/3/4,
211137,Sweet Requiem,,REDALiCE & aran,maimai,,,2021/3/4,
211138,Dive into The Sky ～initialized～,,A-One,maimai,,,2021/3/4,
211139,アスノヨゾラ哨戒班,,Orangestar feat.IA,maimai,,,2021/1/21,
211140,自傷無色,,ササノマリイ / 初音ミク / 25時、ナイトコードで。 「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,maimai,,,2021/1/21,
211141,劣等上等,,Giga / 鏡音リン・レン / Vivid BAD SQUAD 「プロジェクトセカイ カラフルステージ！ feat. 初音ミク」,maimai,,,2021/1/21,
211142,Ether Strike,,Akira Complex,maimai,,,2021/1/8,
211143,Cyaegha,,にじさんじ,maimai,,,2021/1/8,
211144,Arty Party,,USAO,maimai,,,2021/1/8,
211145,YURUSHITE,,t+pazolite,maimai,,,2021/1/8,
211146,REAL VOICE,,かいりきベア feat.flower,maimai,maimai,,2020/12/11,
211147,マネマネサイコトロピック,,かいりきベア feat.GUMI,maimai,maimai,,2020/12/11,
211148,c.s.q.n.,,Aoi,maimai,,,2020/11/13,
211149,カラッポ・ノンフィクション,,Ino(chronoize) feat. 柳瀬マサキ,maimai,,,2020/11/13,
211150,emomomo,,Ras,maimai,,,2020/11/13,
211151,シアトリカル・ケース,,StylipS,maimai,maimai,,2020/11/13,
211152,お願いマッスル,,紗倉ひびき（CV:ファイルーズあい）＆街雄鳴造（CV:石川界人）,maimai,maimai,,2020/11/13,
211153,絶対にチョコミントを食べるアオイチャン,,GYARI,maimai,,,2020/11/13,
211154,デリヘル呼んだら君が来た,,ナナホシ管弦楽団,maimai,,,2020/11/13,
211155,Sky High ［Reborn］,,ナユタン星人,maimai,,,2020/11/13,
211156,ダンスロボットダンス,,獅子志司,maimai,,,2020/11/13,
211157,ガランド,,ピコン,maimai,,,2020/11/13,
211158,とりあえずアナタがいなくなるまえに,,作詞作曲：椎名もた 編曲：KTG 映像：Yuma Saito,maimai,,,2020/11/13,
211159,≠彡”／了→,,LiSA,maimai,maimai,,2020/11/13,
211160,Pretender,,Official髭男dism,maimai,maimai,,2020/11/13,
211161,町かどタンジェント,,shami momo（吉田優子・千代田桃） CV：小原好美・鬼頭明里,maimai,maimai,,2020/11/13,
211162,ノーポイッ！,,Petit Rabbit's,maimai,maimai,,2020/11/13,
211163,Daydream café,,DECO*27,maimai,maimai,,2020/11/13,
211164,アンクローズ・ヒューマン,,作曲：カジャ 作詞：傘村トータ 編曲：ねじ式 調声：シリア,maimai,maimai,,2020/11/13,
211165,命に嫌われている,,カンザキイオリ,maimai,maimai,,2020/11/13,
211166,悪戯センセーション,,森羅万象,maimai,,,2020/11/13,
211167,felys -final remix-,,onoken,maimai,,,2020/11/13,
211168,BATTLE NO.1,,キノシタ feat. そらみこ (ホロライブ ときのそら＆さくらみこ),maimai,,,2020/11/13,
211169,Jörqer,,owl＊tree feat.yu＊tree,maimai,,,2020/11/13,
211170,Sqlupp （Camellia’s ”Sqleipd＊Hiytex” Remix）,,owl＊tree Remixed by Camellia,maimai,,,2020/11/13,
211171,ぼくたちいつでも しゅわっしゅわ！,,Cranky feat.おもしろ三国志,maimai,,,2020/11/13,
211172,ぼくたちいつでも しゅわっしゅわ！,,ヒゲドライバー feat.らいむっくま(CV:村川梨衣) ＆ れもんっくま(CV:MoeMi),maimai,maimai,,2022/9/9,
211173,シエルブルーマルシェ,,OSTER project feat. かなたん,maimai,maimai,,2022/9/2,
211174,Transcend Lights,,曲：小高光太郎／歌：オンゲキシューターズ,maimai,,,2022/9/2,
211175,撩乱乙女†無双劇,,曲：Haggy Rock & 佐藤厚仁 歌：⊿TRiEDGE [高瀬 梨緒(CV：久保 ユリカ)、 結城 莉玖(CV：朝日奈 丸佳)、 藍原 椿(CV：橋本 ちなみ)],maimai,,,2022/9/2,
211176,See The Light,,anubasu-anubasu,maimai,,,2022/9/2,
211177,エータ・ベータ・イータ,,ルゼ,maimai,,,2022/9/2,
211178,超常マイマイン,,ナユタン星人,maimai,maimai,,2022/8/26,
211179,エゴロック,,すりぃ,maimai,,,2022/8/19,
211180,ジャンキーナイトタウンオーケストラ,,すりぃ,maimai,,,2022/8/19,
211181,終焉逃避行,,柊マグネタイト,maimai,,,2022/8/19,
211182,ただ選択があった,,フロクロ,maimai,,,2022/8/19,
211183,SPILL OVER COLORS,,矢鴇つかさ feat.kalon,maimai,maimai,,2022/8/19,
